,NPV,Break_Even,IRR,Cust_Contb,CLV,Tot_CLV,EV,MKTSH,Margin,Teach_Req,Teach_No_Req,Signup_Init,Signup_CAGR,Ret_Init,Ret_CAGR,User_Price,Class_Buy,Class_Buy_CAGR,Class_Per,Class_Price,Sponsor_Per,Sponsor_Price,Web_Dev,Web_Maint,Content_Dev,New_Courses,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Inst_Cost,Compute,Bandwidth,Staff_Salary,Ad_State,Ad_User,Legal,Admin,Payment_Proc,Misc,Bus_Dev_A,Bus_Dev_R
909.00,-629197.51,9.00,908.00,200.67,567.00,381861.56,-94032.46,0.02,0.75,2.90,0.90,0.0024,0.45,0.27,0.07,46.31,0.38,0.12,4.00,155.38,1.00,107740.00,61830.00,0.17,39381.00,4.00,4023.00,48.00,0.24,5016.00,5.00,0.35,13.00,14392.00,1.24,0.77,100700.00,6682.00,2.14,5386.00,4684.00,0.05,5647.00,0.22,0.10
910.00,6647.25,4.00,909.00,263.91,1020.97,2450072.80,5426072.15,0.05,0.76,3.30,1.10,0.0026,0.92,0.19,0.08,48.04,0.45,0.11,3.00,171.66,1.00,99433.00,38476.00,0.17,52371.00,5.00,2818.00,48.00,0.18,5209.00,5.00,0.50,25.00,14975.00,2.55,0.71,93201.00,5405.00,6.52,5103.00,5884.00,0.05,4921.00,0.26,0.11
911.00,-199754.85,4.00,910.00,284.45,1033.36,1204305.23,2208043.58,0.02,0.75,3.10,1.60,0.0025,0.53,0.21,0.07,46.05,0.39,0.10,5.00,132.96,1.00,114890.00,36796.00,0.14,43304.00,4.00,3890.00,59.00,0.19,4784.00,9.00,0.28,17.00,16053.00,2.86,0.61,97321.00,5332.00,4.94,5128.00,5044.00,0.04,6908.00,0.24,0.09
912.00,1181047.22,3.00,911.00,574.12,1133.09,3377962.45,17114099.59,0.07,0.74,3.60,1.00,0.0025,1.13,0.30,0.14,54.52,0.59,0.14,5.00,151.86,1.00,120149.00,88086.00,0.20,25924.00,4.00,2717.00,52.00,0.25,5956.00,7.00,0.38,18.00,15499.00,1.85,0.69,87535.00,5680.00,8.06,4871.00,6363.00,0.05,3387.00,0.20,0.10
913.00,-609499.58,9.00,912.00,96.49,334.60,307363.42,-513538.76,0.03,0.84,2.30,1.10,0.0026,0.56,0.22,0.07,55.07,0.50,0.11,1.00,155.96,1.00,98896.00,57712.00,0.21,38573.00,4.00,2475.00,47.00,0.17,5448.00,12.00,0.54,26.00,13823.00,1.89,0.83,97417.00,6128.00,9.04,5046.00,6029.00,0.05,4929.00,0.19,0.12
914.00,1672121.99,3.00,913.00,660.69,2251.17,6791865.52,20626446.72,0.08,0.83,2.70,1.10,0.0025,1.16,0.18,0.13,50.94,0.58,0.10,7.00,135.91,1.00,90175.00,49067.00,0.14,45576.00,3.00,2078.00,52.00,0.22,4820.00,15.00,0.51,13.00,14529.00,2.54,0.77,88654.00,5647.00,3.92,5003.00,5862.00,0.05,5148.00,0.19,0.11
915.00,-23001.46,4.00,914.00,244.00,618.18,1307201.07,4183038.39,0.04,0.79,4.00,1.50,0.0027,0.76,0.26,0.11,51.35,0.46,0.08,3.00,144.78,1.00,126632.00,48391.00,0.17,27699.00,4.00,1730.00,50.00,0.30,5423.00,6.00,0.51,17.00,15219.00,2.48,0.78,105373.00,6037.00,7.52,5464.00,6784.00,0.05,4984.00,0.21,0.08
916.00,-201292.14,4.00,915.00,280.87,553.74,763355.46,2769747.08,0.04,0.85,2.00,1.10,0.0025,0.89,0.29,0.15,57.46,0.39,0.11,3.00,131.07,1.00,134284.00,67857.00,0.20,46695.00,5.00,2276.00,43.00,0.23,5004.00,12.00,0.38,24.00,14529.00,3.21,0.76,105233.00,5369.00,0.43,5439.00,5949.00,0.05,4596.00,0.27,0.07
917.00,-479018.80,5.00,916.00,230.46,1020.41,954609.70,1136259.73,0.02,0.68,2.60,1.40,0.0025,0.48,0.16,0.09,40.22,0.74,0.08,4.00,133.98,1.00,75749.00,63790.00,0.18,39414.00,4.00,2967.00,49.00,0.29,5474.00,8.00,0.34,13.00,15353.00,2.60,0.77,89544.00,6021.00,5.15,4551.00,5211.00,0.05,4924.00,0.21,0.08
918.00,-193411.64,4.00,917.00,305.25,940.19,1124775.68,2371622.21,0.03,0.88,3.10,0.90,0.0024,0.68,0.23,0.09,52.06,0.49,0.09,2.00,157.00,1.00,129187.00,49520.00,0.18,48020.00,6.00,2579.00,54.00,0.22,5196.00,13.00,0.53,18.00,14610.00,1.63,0.76,95893.00,5374.00,6.16,3977.00,6618.00,0.05,6302.00,0.30,0.09
919.00,-97417.57,4.00,918.00,265.10,894.30,1513264.76,3416685.88,0.04,0.84,2.50,1.50,0.0026,0.77,0.21,0.09,44.73,0.42,0.15,2.00,157.96,1.00,139130.00,49621.00,0.15,29681.00,3.00,1336.00,52.00,0.23,4695.00,11.00,0.45,14.00,16456.00,1.46,0.76,101709.00,6554.00,3.29,6607.00,6359.00,0.05,4937.00,0.21,0.09
920.00,-160148.76,4.00,919.00,272.56,886.47,1560339.70,3746767.74,0.03,0.79,3.20,2.00,0.0024,0.70,0.21,0.10,49.34,0.65,0.10,3.00,130.56,1.00,70076.00,76566.00,0.15,36522.00,4.00,3840.00,49.00,0.22,4716.00,10.00,0.41,22.00,15574.00,1.60,0.69,78891.00,6128.00,6.94,4380.00,5898.00,0.05,5988.00,0.33,0.13
921.00,19818.48,4.00,920.00,214.86,831.20,2131320.89,4517997.21,0.06,0.82,3.10,1.10,0.0026,0.98,0.19,0.08,54.07,0.49,0.14,2.00,106.79,1.00,112220.00,66902.00,0.13,32325.00,4.00,2298.00,54.00,0.24,5941.00,12.00,0.59,30.00,14683.00,2.45,0.58,72850.00,5659.00,2.94,5133.00,8078.00,0.05,4884.00,0.29,0.11
922.00,-403134.36,4.00,921.00,201.94,1283.84,1574895.98,1491882.47,0.03,0.82,3.80,1.00,0.0026,0.50,0.12,0.07,52.26,0.39,0.10,3.00,171.80,1.00,85924.00,76025.00,0.11,49589.00,3.00,2139.00,43.00,0.24,5536.00,9.00,0.41,20.00,14087.00,2.69,0.65,99401.00,5391.00,5.48,6145.00,5330.00,0.05,5326.00,0.30,0.09
923.00,-376352.43,4.00,922.00,243.53,690.08,891340.00,2177553.51,0.03,0.77,2.70,1.10,0.0026,0.70,0.25,0.09,53.84,0.54,0.09,5.00,128.03,1.00,62412.00,35351.00,0.21,45508.00,5.00,3066.00,53.00,0.27,5061.00,8.00,0.46,19.00,15507.00,2.38,0.67,99637.00,5634.00,5.65,3196.00,5183.00,0.05,5222.00,0.23,0.12
924.00,604882.74,4.00,923.00,405.07,860.74,2703471.88,12413435.78,0.07,0.77,3.60,1.10,0.0026,1.11,0.31,0.11,43.60,0.52,0.13,4.00,155.93,1.00,102559.00,42611.00,0.13,31770.00,3.00,2845.00,31.00,0.29,4960.00,10.00,0.62,11.00,16381.00,2.81,0.90,89772.00,5025.00,4.25,3736.00,5504.00,0.05,5338.00,0.38,0.12
925.00,-481363.11,4.00,924.00,107.02,228.43,401060.42,657213.43,0.04,0.81,2.80,1.60,0.0026,0.80,0.25,0.17,46.24,0.31,0.12,1.00,134.35,1.00,109598.00,93331.00,0.19,45604.00,2.00,3384.00,46.00,0.22,4519.00,8.00,0.68,30.00,15027.00,2.53,0.65,84413.00,6173.00,5.11,5408.00,5664.00,0.05,4957.00,0.25,0.05
926.00,-381833.13,4.00,925.00,187.36,724.83,1177231.36,2168678.88,0.04,0.83,3.40,1.00,0.0027,0.70,0.19,0.08,51.53,0.47,0.11,3.00,144.50,1.00,78610.00,60829.00,0.16,37118.00,4.00,971.00,66.00,0.28,5490.00,6.00,0.61,23.00,15709.00,1.78,0.79,110584.00,5394.00,3.00,5092.00,5719.00,0.04,5253.00,0.22,0.11
927.00,-296658.52,4.00,926.00,199.09,381.19,601643.24,1770589.15,0.03,0.88,3.20,1.40,0.0026,0.76,0.37,0.09,49.89,0.54,0.08,1.00,151.75,1.00,127783.00,63254.00,0.18,46324.00,4.00,2361.00,66.00,0.25,4659.00,6.00,0.56,17.00,14154.00,1.72,0.70,92804.00,5932.00,5.72,4293.00,6729.00,0.05,5852.00,0.28,0.10
928.00,212483.97,3.00,927.00,263.20,719.08,1847967.42,5626547.78,0.05,0.85,3.70,1.40,0.0025,0.93,0.25,0.10,49.26,0.58,0.05,2.00,137.57,1.00,149333.00,45074.00,0.14,25048.00,5.00,2747.00,45.00,0.27,5046.00,11.00,0.60,18.00,13614.00,1.54,0.64,84118.00,6612.00,6.49,6122.00,5708.00,0.06,4103.00,0.19,0.10
929.00,-389590.23,4.00,928.00,113.40,332.69,614437.26,900646.12,0.03,0.81,3.50,1.70,0.0024,0.75,0.27,0.06,46.68,0.62,0.09,1.00,122.71,1.00,98830.00,43206.00,0.17,35137.00,2.00,4199.00,63.00,0.21,5171.00,13.00,0.48,17.00,15512.00,2.86,0.71,85540.00,6022.00,6.95,5418.00,6253.00,0.06,4955.00,0.24,0.09
930.00,188593.71,4.00,929.00,673.30,1768.74,1564842.07,5170776.81,0.02,0.86,2.30,1.20,0.0026,0.56,0.26,0.10,49.51,0.57,0.09,6.00,153.72,1.00,93864.00,63957.00,0.15,36913.00,4.00,2857.00,54.00,0.26,5327.00,12.00,0.42,17.00,14255.00,2.66,0.74,80998.00,6238.00,6.40,4621.00,7023.00,0.04,6486.00,0.24,0.09
931.00,-261171.25,4.00,930.00,262.56,1068.77,1172504.04,1806528.45,0.02,0.83,3.00,1.60,0.0025,0.50,0.21,0.04,48.95,0.37,0.07,5.00,128.58,1.00,94397.00,33605.00,0.18,30366.00,5.00,1976.00,53.00,0.22,6019.00,11.00,0.49,18.00,16059.00,2.66,0.72,87513.00,6460.00,6.68,5516.00,4362.00,0.05,4748.00,0.17,0.11
932.00,299062.95,3.00,931.00,836.52,2751.59,2107611.65,5763356.00,0.02,0.86,2.50,1.20,0.0025,0.46,0.18,0.14,49.82,0.51,0.11,8.00,159.36,1.00,84297.00,31532.00,0.17,52513.00,4.00,2617.00,58.00,0.30,3769.00,9.00,0.34,21.00,13280.00,2.50,0.75,78959.00,6293.00,8.13,5041.00,5837.00,0.05,4190.00,0.21,0.10
933.00,-609098.52,9.00,932.00,199.11,385.13,255459.79,-123798.20,0.01,0.86,2.90,1.40,0.0027,0.39,0.38,0.08,47.35,0.52,0.11,2.00,174.63,1.00,86864.00,77059.00,0.13,33011.00,5.00,3426.00,50.00,0.22,5716.00,9.00,0.43,17.00,15770.00,2.16,0.65,92480.00,6752.00,7.83,5252.00,4964.00,0.04,4352.00,0.29,0.11
934.00,69197.44,4.00,933.00,543.42,1498.46,1790072.21,5576901.79,0.03,0.86,2.40,1.60,0.0025,0.64,0.31,0.04,57.88,0.43,0.11,6.00,139.99,1.00,121506.00,62102.00,0.16,28079.00,4.00,2295.00,57.00,0.30,5641.00,6.00,0.57,24.00,15603.00,1.63,0.73,95107.00,6122.00,4.45,5160.00,6080.00,0.05,4473.00,0.25,0.10
935.00,-21573.00,4.00,934.00,388.54,1019.46,1470424.90,4937285.21,0.04,0.82,2.40,1.00,0.0025,0.84,0.27,0.09,64.16,0.46,0.09,5.00,141.30,1.00,93254.00,64480.00,0.15,47698.00,5.00,1037.00,55.00,0.22,5869.00,6.00,0.57,19.00,13945.00,2.54,0.64,89605.00,5991.00,1.68,3542.00,7028.00,0.05,5220.00,0.28,0.07
936.00,-166387.40,4.00,935.00,286.20,909.44,1374410.23,3166189.62,0.04,0.81,3.20,0.90,0.0025,0.76,0.20,0.12,48.72,0.51,0.11,3.00,143.77,1.00,107836.00,48766.00,0.14,28108.00,5.00,2825.00,57.00,0.23,4854.00,5.00,0.56,22.00,16130.00,2.20,0.79,97546.00,5269.00,7.89,5865.00,7368.00,0.04,4716.00,0.28,0.12
937.00,-681322.25,9.00,936.00,22.17,89.04,164090.64,-1024326.76,0.04,0.62,3.40,1.20,0.0026,0.75,0.19,0.07,49.38,0.39,0.09,1.00,145.32,1.00,83878.00,45281.00,0.19,36994.00,5.00,2838.00,35.00,0.22,5057.00,3.00,0.45,23.00,14041.00,2.77,0.82,80045.00,6446.00,6.17,3966.00,6149.00,0.05,6676.00,0.29,0.09
938.00,-907739.58,9.00,937.00,36.05,134.41,190469.30,-986456.36,0.03,0.39,3.10,1.10,0.0026,0.67,0.19,0.09,51.40,0.42,0.09,5.00,157.94,1.00,106523.00,52300.00,0.18,38483.00,4.00,2390.00,46.00,0.22,4389.00,5.00,0.43,6.00,15060.00,1.94,0.72,93021.00,5503.00,4.10,5292.00,6552.00,0.05,7131.00,0.22,0.14
939.00,303815.64,4.00,938.00,721.54,2803.54,3377356.63,7983806.65,0.03,0.81,1.80,1.60,0.0023,0.71,0.22,0.04,50.64,0.71,0.08,6.00,146.63,1.00,117095.00,43582.00,0.10,29089.00,5.00,1213.00,51.00,0.28,5590.00,4.00,0.57,21.00,14160.00,2.37,0.72,92764.00,6136.00,5.39,5296.00,5756.00,0.05,5080.00,0.28,0.13
940.00,-260762.20,4.00,939.00,258.23,729.64,959806.74,2392817.22,0.03,0.84,4.10,1.00,0.0026,0.59,0.27,0.07,49.50,0.57,0.05,4.00,136.61,1.00,72289.00,54373.00,0.14,59787.00,5.00,2347.00,48.00,0.20,5999.00,14.00,0.61,25.00,14086.00,2.26,0.62,90241.00,5929.00,5.36,4970.00,6851.00,0.05,4750.00,0.27,0.12
941.00,-388053.75,4.00,940.00,211.11,868.40,1355321.33,2324325.69,0.04,0.80,2.80,1.30,0.0025,0.73,0.20,0.05,48.79,0.52,0.08,4.00,131.37,1.00,68199.00,71157.00,0.14,44675.00,4.00,2688.00,48.00,0.19,5222.00,15.00,0.44,19.00,14973.00,1.74,0.79,102984.00,6045.00,7.53,5402.00,6371.00,0.05,7085.00,0.31,0.08
942.00,4506.05,4.00,941.00,648.24,1048.28,797762.44,4024376.39,0.02,0.92,2.60,1.20,0.0025,0.56,0.33,0.17,53.47,0.56,0.12,4.00,183.83,1.00,99312.00,54461.00,0.09,39281.00,4.00,3646.00,59.00,0.20,5003.00,13.00,0.50,24.00,14379.00,2.55,0.66,93490.00,6284.00,5.72,4855.00,6063.00,0.05,4897.00,0.26,0.09
943.00,-307304.76,4.00,942.00,288.75,613.58,800827.57,2739620.82,0.03,0.88,2.60,1.20,0.0026,0.74,0.31,0.11,49.79,0.43,0.12,4.00,149.84,1.00,62419.00,35148.00,0.16,40869.00,5.00,3821.00,49.00,0.34,4359.00,8.00,0.62,24.00,14956.00,2.82,0.82,94084.00,6948.00,5.99,5132.00,5375.00,0.05,3652.00,0.30,0.11
944.00,-191318.63,4.00,943.00,378.95,1154.67,1179886.32,3000831.11,0.04,0.85,1.60,1.10,0.0025,0.74,0.27,0.05,49.73,0.50,0.11,4.00,147.16,1.00,86073.00,38813.00,0.12,44912.00,3.00,2965.00,49.00,0.27,4653.00,7.00,0.58,18.00,16159.00,2.42,0.71,82995.00,5920.00,4.22,5790.00,6430.00,0.04,5808.00,0.16,0.13
945.00,155934.26,4.00,944.00,244.79,969.49,2690222.34,5782097.81,0.06,0.79,3.00,1.20,0.0025,1.04,0.20,0.06,49.16,0.26,0.09,5.00,147.93,1.00,116369.00,42229.00,0.10,32700.00,5.00,2173.00,42.00,0.25,5375.00,11.00,0.43,24.00,15417.00,2.81,0.84,90849.00,5154.00,9.12,4937.00,6360.00,0.05,5968.00,0.24,0.13
946.00,116985.14,4.00,945.00,267.77,678.68,1477886.00,4861911.90,0.05,0.80,3.60,1.20,0.0026,0.87,0.29,0.08,42.45,0.50,0.11,2.00,161.00,1.00,142146.00,62683.00,0.16,36682.00,3.00,2408.00,33.00,0.28,5428.00,8.00,0.58,22.00,14356.00,1.91,0.71,91574.00,5548.00,2.13,4049.00,5228.00,0.05,3694.00,0.24,0.09
947.00,1793.87,4.00,946.00,454.69,1453.09,1944394.63,5217341.84,0.03,0.78,3.70,0.70,0.0023,0.72,0.23,0.08,53.83,0.60,0.13,4.00,166.64,1.00,97016.00,55010.00,0.13,46415.00,5.00,3061.00,44.00,0.23,4851.00,4.00,0.51,24.00,15814.00,3.04,0.76,99797.00,5580.00,3.65,4655.00,5948.00,0.05,5629.00,0.30,0.10
948.00,-184672.54,4.00,947.00,486.20,1287.46,874325.48,2310455.88,0.02,0.87,3.20,0.70,0.0024,0.46,0.24,0.12,52.78,0.52,0.09,5.00,154.30,1.00,96964.00,50770.00,0.10,36799.00,4.00,3386.00,54.00,0.18,5849.00,7.00,0.45,27.00,14346.00,3.80,0.77,95332.00,6076.00,3.00,4585.00,7119.00,0.04,5101.00,0.13,0.12
949.00,67409.21,4.00,948.00,286.68,1179.28,2420182.89,4915743.34,0.04,0.86,3.70,1.10,0.0025,0.81,0.20,0.05,55.81,0.57,0.10,2.00,150.05,1.00,132862.00,51341.00,0.11,43615.00,5.00,2705.00,36.00,0.23,4103.00,11.00,0.57,28.00,15288.00,2.10,0.66,102566.00,5522.00,6.15,3232.00,6149.00,0.06,4885.00,0.23,0.09
950.00,1181058.76,3.00,949.00,1018.55,1874.31,2826649.15,15379966.71,0.03,0.87,4.20,1.40,0.0025,0.68,0.29,0.17,48.01,0.72,0.13,6.00,147.93,1.00,140813.00,46114.00,0.18,51107.00,3.00,2913.00,45.00,0.24,4228.00,9.00,0.53,20.00,16809.00,1.18,0.82,84971.00,5853.00,4.09,2972.00,5720.00,0.05,4790.00,0.25,0.08
951.00,-339786.14,4.00,950.00,303.36,1197.41,1269648.83,2150771.43,0.03,0.87,1.80,1.40,0.0027,0.60,0.15,0.14,56.68,0.68,0.13,3.00,140.61,1.00,65022.00,39205.00,0.17,36450.00,5.00,3669.00,59.00,0.24,5299.00,14.00,0.47,22.00,15949.00,1.69,0.82,97983.00,6538.00,5.18,5050.00,5256.00,0.05,4342.00,0.22,0.14
952.00,-383556.69,4.00,951.00,103.27,271.10,723939.77,1576157.74,0.08,0.81,2.20,1.10,0.0025,1.19,0.28,0.08,45.37,0.54,0.07,1.00,150.00,1.00,96844.00,39797.00,0.13,46703.00,5.00,1867.00,52.00,0.27,4542.00,8.00,0.52,23.00,14964.00,2.29,0.91,93972.00,5683.00,6.58,4866.00,6710.00,0.05,5209.00,0.27,0.10
953.00,-263831.14,4.00,952.00,381.72,898.48,678247.07,1884565.88,0.02,0.90,3.50,0.90,0.0025,0.45,0.27,0.12,43.90,0.36,0.12,5.00,171.36,1.00,75774.00,41767.00,0.14,49139.00,4.00,2628.00,58.00,0.33,5584.00,12.00,0.60,22.00,15087.00,2.29,0.65,90030.00,6998.00,4.18,4910.00,4753.00,0.04,4950.00,0.23,0.10
954.00,822282.28,3.00,953.00,726.91,1773.18,3121207.65,12591929.45,0.04,0.86,3.30,1.30,0.0026,0.78,0.28,0.10,56.09,0.57,0.12,6.00,156.46,1.00,115330.00,47413.00,0.18,25186.00,3.00,2954.00,44.00,0.25,5119.00,7.00,0.48,29.00,14329.00,1.79,0.71,102037.00,5960.00,3.67,4940.00,7955.00,0.06,5063.00,0.23,0.10
955.00,133534.98,4.00,954.00,431.76,1065.14,1918813.03,7199882.93,0.05,0.73,2.90,1.00,0.0025,0.90,0.24,0.14,59.83,0.62,0.10,5.00,145.43,1.00,71409.00,60191.00,0.13,52782.00,3.00,4590.00,54.00,0.27,4772.00,7.00,0.35,19.00,15134.00,2.61,0.94,88662.00,6662.00,4.85,5044.00,6592.00,0.04,6415.00,0.29,0.08
956.00,327073.38,4.00,955.00,594.73,2300.77,3816568.60,9461387.54,0.05,0.74,2.70,0.80,0.0025,0.87,0.19,0.08,43.51,0.43,0.12,8.00,160.69,1.00,102884.00,45902.00,0.15,53719.00,3.00,3050.00,36.00,0.30,4423.00,8.00,0.51,10.00,16360.00,0.80,0.71,109576.00,5611.00,5.78,4554.00,5956.00,0.04,5379.00,0.27,0.10
957.00,-138438.36,4.00,956.00,319.00,1086.92,1608952.07,3978267.93,0.04,0.79,2.50,1.20,0.0025,0.77,0.18,0.13,50.85,0.43,0.11,6.00,132.25,1.00,65787.00,60802.00,0.16,49454.00,4.00,3008.00,45.00,0.26,4533.00,13.00,0.27,21.00,14407.00,3.34,0.55,100527.00,5559.00,7.78,3807.00,5229.00,0.05,5021.00,0.22,0.10
958.00,276171.33,4.00,957.00,568.24,1207.04,1651894.46,7299665.09,0.03,0.86,3.40,1.20,0.0025,0.70,0.26,0.16,48.04,0.57,0.11,6.00,141.62,1.00,78714.00,79121.00,0.14,64744.00,4.00,2713.00,38.00,0.17,4742.00,9.00,0.76,21.00,14479.00,1.71,0.87,98116.00,5590.00,6.43,4667.00,7312.00,0.05,5490.00,0.23,0.08
959.00,1177098.49,3.00,958.00,825.20,1943.52,3425944.16,14528596.20,0.04,0.90,3.00,1.40,0.0026,0.80,0.29,0.10,45.05,0.46,0.08,9.00,152.35,1.00,126057.00,42880.00,0.18,53078.00,5.00,1385.00,47.00,0.26,4868.00,11.00,0.75,19.00,15413.00,1.88,0.85,95314.00,5285.00,5.46,5629.00,6033.00,0.05,5574.00,0.23,0.10
960.00,551347.49,3.00,959.00,489.26,1498.43,3334729.71,10187404.23,0.05,0.82,3.50,1.20,0.0024,0.91,0.24,0.08,54.97,0.51,0.10,5.00,139.93,1.00,139574.00,49383.00,0.17,48229.00,5.00,2241.00,52.00,0.18,4904.00,9.00,0.47,21.00,14966.00,1.58,0.67,101678.00,5722.00,6.99,3236.00,6997.00,0.04,4990.00,0.22,0.12
961.00,-519496.97,9.00,960.00,155.50,379.33,318080.40,-184819.22,0.02,0.86,2.70,0.90,0.0025,0.57,0.28,0.10,48.19,0.44,0.12,1.00,132.30,1.00,117415.00,66030.00,0.14,19827.00,4.00,2432.00,54.00,0.26,5739.00,6.00,0.42,21.00,15316.00,2.19,0.87,99659.00,6108.00,7.47,6399.00,5958.00,0.06,5677.00,0.20,0.14
962.00,93008.12,4.00,961.00,482.58,1314.86,1515348.86,4302984.42,0.03,0.79,2.70,1.10,0.0025,0.67,0.28,0.07,51.96,0.46,0.11,5.00,111.45,1.00,157513.00,59018.00,0.16,34472.00,5.00,2033.00,44.00,0.28,5536.00,9.00,0.44,11.00,14182.00,2.55,0.81,87692.00,5613.00,5.95,3504.00,5112.00,0.05,4580.00,0.29,0.10
963.00,782687.67,4.00,962.00,511.70,1501.45,4171777.88,13903194.36,0.06,0.80,3.10,1.30,0.0026,1.02,0.26,0.07,41.93,0.59,0.10,6.00,127.72,1.00,101197.00,47743.00,0.11,48923.00,4.00,3068.00,58.00,0.26,5654.00,10.00,0.46,18.00,15083.00,2.33,0.78,103276.00,5864.00,7.13,4067.00,5484.00,0.05,5579.00,0.29,0.15
964.00,-339667.19,4.00,963.00,154.37,297.29,615293.23,2296468.63,0.04,0.75,4.00,1.50,0.0026,0.81,0.33,0.12,54.12,0.40,0.08,3.00,150.52,1.00,74309.00,33160.00,0.12,55840.00,4.00,3367.00,44.00,0.29,5439.00,10.00,0.32,17.00,14482.00,2.06,0.74,93457.00,6113.00,5.24,5673.00,6653.00,0.05,4929.00,0.15,0.10
965.00,-276635.89,4.00,964.00,293.49,668.20,759966.64,2249771.43,0.03,0.87,2.40,0.90,0.0025,0.76,0.30,0.10,53.36,0.39,0.12,4.00,147.35,1.00,75172.00,13343.00,0.12,43137.00,6.00,2237.00,54.00,0.18,4181.00,10.00,0.62,22.00,15180.00,3.57,0.86,84962.00,6610.00,10.08,7358.00,5742.00,0.05,2878.00,0.28,0.12
966.00,-193407.07,4.00,965.00,308.79,782.35,907656.93,2252825.08,0.03,0.83,2.90,1.30,0.0025,0.63,0.26,0.11,46.80,0.60,0.11,2.00,150.53,1.00,123081.00,56162.00,0.14,17479.00,4.00,1776.00,53.00,0.21,4690.00,4.00,0.45,30.00,16103.00,1.96,0.70,89385.00,5495.00,8.60,4422.00,5308.00,0.05,5276.00,0.28,0.13
967.00,-363539.93,4.00,966.00,276.34,587.01,577369.26,1934550.54,0.03,0.86,2.80,0.90,0.0024,0.67,0.26,0.16,51.01,0.48,0.10,5.00,131.66,1.00,58238.00,52225.00,0.15,45136.00,4.00,1685.00,47.00,0.28,4606.00,14.00,0.62,13.00,15595.00,2.49,0.85,91468.00,6079.00,7.32,5790.00,5599.00,0.05,5151.00,0.16,0.09
968.00,414137.76,4.00,967.00,413.91,1130.82,2398024.45,8062843.21,0.05,0.75,2.80,1.20,0.0026,0.93,0.25,0.10,56.57,0.46,0.11,5.00,151.55,1.00,103173.00,38832.00,0.14,45911.00,3.00,1919.00,40.00,0.19,5005.00,5.00,0.44,23.00,14748.00,3.02,0.80,83226.00,5853.00,11.82,5103.00,5739.00,0.05,5997.00,0.29,0.12
969.00,-156054.83,4.00,968.00,354.11,1369.90,1485200.36,2841517.53,0.03,0.86,3.60,0.80,0.0024,0.57,0.19,0.08,47.48,0.38,0.10,4.00,161.32,1.00,98553.00,49181.00,0.18,56958.00,4.00,2087.00,40.00,0.21,4883.00,11.00,0.68,15.00,15608.00,1.95,0.72,85908.00,5782.00,4.37,4280.00,5398.00,0.05,4992.00,0.31,0.09
970.00,397262.76,4.00,969.00,417.26,1018.01,2265008.17,8512115.88,0.05,0.90,3.10,1.20,0.0024,0.98,0.27,0.11,39.85,0.52,0.13,3.00,174.26,1.00,109806.00,53589.00,0.18,31660.00,3.00,3196.00,56.00,0.31,5248.00,14.00,0.50,28.00,14928.00,2.78,1.02,102841.00,6087.00,9.39,4292.00,4632.00,0.05,5296.00,0.21,0.13
971.00,-585931.83,5.00,970.00,95.77,180.25,194200.07,22922.79,0.03,0.85,2.00,1.40,0.0025,0.72,0.35,0.11,55.74,0.33,0.07,4.00,122.50,1.00,64477.00,59606.00,0.15,52836.00,2.00,1967.00,62.00,0.30,5673.00,13.00,0.50,20.00,13850.00,2.23,0.68,96168.00,5427.00,3.93,4932.00,6175.00,0.05,4359.00,0.30,0.11
972.00,298695.37,3.00,971.00,564.77,1195.95,1400277.38,5873708.25,0.03,0.92,2.90,1.30,0.0025,0.66,0.27,0.15,46.22,0.46,0.10,5.00,144.80,1.00,125658.00,40562.00,0.23,31185.00,3.00,1784.00,60.00,0.27,4763.00,12.00,0.65,24.00,16160.00,2.74,0.71,92457.00,5314.00,5.57,6732.00,6084.00,0.05,5350.00,0.29,0.07
973.00,1363035.30,3.00,972.00,686.41,2276.79,5561691.39,17023260.50,0.05,0.86,3.10,1.40,0.0025,0.94,0.23,0.07,33.17,0.54,0.10,6.00,157.08,1.00,145113.00,50130.00,0.14,31058.00,4.00,2512.00,60.00,0.24,5158.00,10.00,0.46,21.00,15598.00,1.91,0.88,95887.00,5980.00,9.04,5177.00,5563.00,0.05,4967.00,0.22,0.03
974.00,560593.77,3.00,973.00,362.86,1059.76,3104583.93,10275961.78,0.07,0.77,3.00,1.30,0.0026,1.06,0.21,0.13,49.47,0.62,0.07,4.00,135.99,1.00,124379.00,35027.00,0.17,49448.00,5.00,1902.00,57.00,0.22,4615.00,7.00,0.44,18.00,15586.00,1.56,0.72,96858.00,5568.00,5.73,5076.00,6747.00,0.05,5105.00,0.20,0.08
975.00,-383212.47,4.00,974.00,390.96,1332.12,526531.45,312179.79,0.01,0.93,2.10,1.10,0.0023,0.27,0.18,0.13,51.76,0.24,0.12,1.00,175.85,1.00,126084.00,33675.00,0.15,35931.00,3.00,3265.00,57.00,0.21,4740.00,9.00,0.48,14.00,13524.00,0.72,0.75,94582.00,6177.00,4.67,4499.00,5514.00,0.04,4295.00,0.18,0.09
