,NPV,BE,Cash_Burn,Net_Con,CLV,Tot_CLV,EV,EV_Rev,MKTSH,Margin,Teach,Signup,Signup_CAGR,Ret,Buy_Class,Buy_Class_CAGR,Class_Price,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Misc,E_Dev,E_Course,E_Mod,E_Instr,E_IT,E_Staff,E_Market,E_BizDev,E_Other,E_Total
906.00,-6553.96,4.00,498441.85,275.83,856.34,2009372.30,5584476.75,4772541.17,0.05,0.71,3.90,0.30,0.78,0.22,0.51,0.08,149.58,3682.00,55.00,0.24,4964.00,10.00,0.42,9.00,4284.00,105000.00,31246.92,73530.74,237792.00,3984.11,399304.00,184881.15,60000.00,65868.99,1161607.91
907.00,739252.90,3.00,360973.73,435.43,1351.85,3874980.74,12217977.28,6272350.33,0.07,0.86,2.90,0.30,0.99,0.22,0.57,0.10,148.07,2557.00,44.00,0.24,4919.00,11.00,0.62,24.00,4300.00,97500.00,10637.12,35416.80,46200.00,1208.17,193800.00,130104.22,25000.00,37007.08,576873.40
908.00,840776.93,3.00,346523.87,486.08,1844.44,5055105.98,13143546.12,6576357.26,0.06,0.86,3.20,0.30,0.91,0.18,0.50,0.13,169.86,2833.00,61.00,0.26,4649.00,8.00,0.48,24.00,4399.00,97500.00,11785.28,28637.84,46200.00,1217.84,193800.00,130162.94,25000.00,37687.43,571991.33
909.00,75350.36,4.00,345298.43,498.41,1547.37,1581368.95,4205385.55,3186767.48,0.02,0.89,3.80,0.30,0.40,0.22,0.53,0.09,178.13,2437.00,43.00,0.30,4528.00,10.00,0.40,27.00,3960.00,105000.00,20681.36,57277.39,78648.00,2982.96,399304.00,183547.36,60000.00,62954.12,970395.19
910.00,431818.51,4.00,425408.73,304.87,1487.36,5148488.84,10061644.27,6917852.03,0.09,0.69,2.50,0.29,1.13,0.14,0.54,0.08,156.19,2758.00,53.00,0.17,5119.00,8.00,0.32,17.00,4665.00,105000.00,23405.49,76244.43,175368.00,3807.76,399304.00,184631.11,60000.00,67386.96,1095147.75
911.00,-46327.55,4.00,513755.94,205.78,585.61,1803965.21,5444149.03,4622566.59,0.07,0.72,2.90,0.29,1.06,0.24,0.32,0.11,148.78,2563.00,56.00,0.25,4882.00,5.00,0.50,16.00,3334.00,105000.00,21750.64,62153.72,159144.00,3203.59,399304.00,184812.97,60000.00,56658.75,1052027.68
912.00,1118252.02,3.00,359551.07,431.52,1637.40,6296770.96,16688501.68,7989521.68,0.10,0.85,2.60,0.30,1.18,0.18,0.63,0.08,144.45,2567.00,43.00,0.27,5332.00,12.00,0.52,26.00,4595.00,97500.00,10678.72,38390.40,46200.00,1245.21,193800.00,130096.99,25000.00,37875.70,580787.02
913.00,894530.08,3.00,334434.04,547.54,1869.90,4563569.36,13190331.89,6715832.66,0.05,0.84,3.40,0.31,0.82,0.20,0.62,0.13,159.77,3104.00,43.00,0.23,5200.00,10.00,0.41,28.00,4982.00,97500.00,12912.64,37440.00,46200.00,1397.48,193800.00,130226.55,25000.00,40111.06,584587.73
914.00,-335964.17,4.00,531364.10,216.35,568.33,849339.66,2071779.60,2833604.55,0.03,0.79,3.10,0.29,0.67,0.26,0.31,0.13,135.96,3513.00,50.00,0.22,5567.00,7.00,0.55,17.00,5108.00,105000.00,29812.72,70420.32,94872.00,2512.80,399304.00,183782.41,60000.00,58947.25,1004651.51
915.00,1030103.70,3.00,338575.90,430.52,1400.24,4956074.03,15265455.54,7630945.06,0.08,0.83,3.20,0.30,1.07,0.21,0.54,0.12,150.27,1542.00,63.00,0.25,4458.00,9.00,0.41,24.00,5754.00,97500.00,6414.72,23003.28,46200.00,1312.63,193800.00,130259.81,25000.00,40446.30,563936.75
916.00,-43435.99,4.00,432948.09,318.51,621.57,979178.89,4106146.71,3360478.97,0.04,0.84,3.20,0.31,0.70,0.35,0.41,0.09,156.68,1874.00,38.00,0.21,4426.00,10.00,0.52,24.00,5032.00,105000.00,15903.51,74951.65,78648.00,2901.89,399304.00,184176.45,60000.00,62571.07,983456.57
917.00,88265.26,4.00,427460.39,454.66,1350.17,1943442.08,5691070.48,3855834.23,0.04,0.87,1.90,0.31,0.74,0.23,0.51,0.12,158.64,4023.00,39.00,0.22,4934.00,9.00,0.60,28.00,4461.00,105000.00,34140.79,67749.74,63048.00,2519.59,399304.00,183247.28,60000.00,60674.38,975683.77
918.00,773813.22,3.00,367589.79,414.70,1490.77,4584196.56,12520733.63,7008148.61,0.06,0.78,4.30,0.30,0.87,0.19,0.61,0.11,143.66,2445.00,51.00,0.23,5001.00,10.00,0.41,18.00,3719.00,97500.00,10171.20,36007.20,92400.00,1630.74,193800.00,130514.11,25000.00,37893.19,624916.44
919.00,-357328.80,4.00,574882.40,201.36,528.96,977129.67,2599794.44,4714445.19,0.05,0.53,2.30,0.31,0.83,0.26,0.60,0.12,140.61,3215.00,44.00,0.25,5063.00,11.00,0.25,8.00,3839.00,105000.00,27283.78,69521.07,270240.00,3214.93,399304.00,183814.31,60000.00,61575.11,1179953.19
920.00,-72088.43,4.00,452175.83,262.43,597.48,1150055.84,4064947.28,3373330.29,0.04,0.84,3.60,0.30,0.75,0.30,0.32,0.14,134.08,3099.00,60.00,0.20,4516.00,11.00,0.51,21.00,5470.00,105000.00,26299.35,62010.10,63048.00,3057.96,399304.00,184533.39,60000.00,62070.26,965323.06
921.00,628429.83,3.00,352351.62,399.76,1187.14,3327588.75,10802476.56,5710401.84,0.06,0.86,3.30,0.31,0.92,0.23,0.53,0.08,153.92,2878.00,56.00,0.30,4993.00,9.00,0.65,20.00,4884.00,97500.00,11972.48,30756.88,46200.00,1288.45,193800.00,130255.91,25000.00,38552.17,575325.89
922.00,481054.99,3.00,347697.54,477.00,1085.98,2190299.40,9122193.97,5047730.50,0.05,0.87,2.40,0.30,0.90,0.30,0.49,0.11,179.40,2315.00,61.00,0.21,5648.00,14.00,0.38,25.00,5110.00,97500.00,9630.40,23269.76,30600.00,948.06,193800.00,129880.69,25000.00,37906.39,548535.30
923.00,565575.59,3.00,354795.54,385.02,1384.09,3774195.14,10108065.73,5688333.04,0.06,0.83,3.50,0.33,0.83,0.19,0.59,0.11,127.06,1524.00,54.00,0.18,5874.00,9.00,0.56,31.00,4858.00,97500.00,6339.84,42292.80,46200.00,1485.21,193800.00,130372.82,25000.00,38694.92,581685.59
924.00,6971.02,4.00,361253.84,356.59,1217.78,1571387.14,3692186.41,3000601.62,0.03,0.89,3.80,0.30,0.49,0.20,0.46,0.06,157.86,1644.00,54.00,0.22,4462.00,12.00,0.58,34.00,4885.00,105000.00,13951.64,56442.52,46824.00,3004.76,399304.00,183822.54,60000.00,63096.37,931445.83
925.00,-174213.16,4.00,436235.46,360.60,1070.83,1050023.95,2515624.91,2597128.55,0.02,0.89,2.90,0.31,0.45,0.23,0.45,0.10,140.31,1974.00,49.00,0.29,4893.00,11.00,0.58,21.00,4544.00,105000.00,16752.15,51513.50,63048.00,2468.03,399304.00,183238.44,60000.00,58712.35,940036.48
926.00,-111475.07,4.00,404174.99,378.26,922.69,960482.08,2927995.88,2770154.64,0.02,0.89,3.00,0.28,0.54,0.28,0.45,0.06,174.86,2396.00,47.00,0.23,4733.00,12.00,0.64,23.00,5961.00,105000.00,20333.41,49829.02,46824.00,2334.45,399304.00,183259.68,60000.00,64295.88,931180.45
927.00,241124.88,4.00,445333.01,315.50,798.11,2130662.06,7795139.34,5096032.48,0.06,0.79,3.30,0.29,0.95,0.27,0.43,0.11,151.93,1848.00,43.00,0.31,5161.00,8.00,0.55,15.00,4327.00,105000.00,15682.87,81816.30,142920.00,3568.59,399304.00,184822.65,60000.00,63404.19,1056518.61
928.00,411309.56,3.00,354631.69,384.50,1094.24,2562913.97,8435716.75,4999356.00,0.06,0.84,2.90,0.30,0.89,0.24,0.51,0.09,154.97,2310.00,43.00,0.20,4810.00,14.00,0.40,29.00,4565.00,97500.00,9609.60,34632.00,30600.00,1105.55,193800.00,130047.66,25000.00,36985.11,559279.92
929.00,-182380.46,4.00,501365.43,320.93,1217.77,1667367.01,3433432.66,3307794.58,0.04,0.80,2.50,0.30,0.63,0.18,0.47,0.11,144.65,2126.00,63.00,0.29,4797.00,9.00,0.55,9.00,5391.00,105000.00,18042.09,40517.38,157920.00,2619.34,399304.00,183346.04,60000.00,62563.65,1029312.50
930.00,135583.55,4.00,432622.29,232.69,691.01,2163305.49,6524256.17,4602444.29,0.07,0.79,3.20,0.30,1.01,0.23,0.35,0.13,123.39,1807.00,45.00,0.19,4534.00,11.00,0.47,25.00,4977.00,105000.00,15334.92,81684.54,63048.00,3588.17,399304.00,185085.92,60000.00,61994.86,975040.42
931.00,356415.43,4.00,442603.66,329.97,1186.16,3530415.68,9323946.88,5990168.70,0.07,0.75,3.20,0.29,0.98,0.19,0.49,0.09,160.68,1906.00,45.00,0.24,5601.00,7.00,0.50,16.00,6760.00,105000.00,16175.08,94849.57,174144.00,3850.90,399304.00,184833.02,60000.00,73913.06,1112069.64
932.00,138912.95,4.00,419691.95,293.77,743.14,1746817.49,6080458.91,4269765.38,0.04,0.82,4.10,0.30,0.79,0.27,0.35,0.11,163.50,3169.00,46.00,0.23,4797.00,9.00,0.43,23.00,4789.00,105000.00,26893.40,81234.32,94872.00,3576.90,399304.00,185082.21,60000.00,64316.46,1020279.29
933.00,156135.63,4.00,413381.50,461.09,1166.41,1753481.33,6178344.78,4152073.66,0.04,0.84,2.60,0.29,0.73,0.27,0.57,0.12,152.48,2716.00,44.00,0.26,5658.00,9.00,0.51,22.00,5474.00,105000.00,23049.06,71571.44,94872.00,2935.36,399304.00,183580.11,60000.00,66075.70,1006387.67
934.00,228857.04,3.00,341183.14,612.69,2324.87,2527832.45,5939788.44,3748543.52,0.03,0.90,2.80,0.30,0.49,0.18,0.61,0.13,165.77,2204.00,53.00,0.29,5898.00,13.00,0.45,29.00,4938.00,97500.00,9168.64,30197.76,30600.00,1035.21,193800.00,129792.30,25000.00,38220.17,555314.07
935.00,-164158.70,4.00,466454.84,408.98,1074.39,1112861.88,3198203.03,3009323.95,0.03,0.85,2.60,0.29,0.55,0.26,0.50,0.12,149.90,3556.00,49.00,0.21,5313.00,11.00,0.65,11.00,4654.00,105000.00,30177.64,55935.26,94872.00,2417.71,399304.00,183124.92,60000.00,60088.96,990920.49
936.00,-32857.19,4.00,576160.22,365.42,959.96,1870430.97,6395873.12,5458255.18,0.05,0.66,2.50,0.30,0.85,0.26,0.66,0.10,160.44,2024.00,51.00,0.32,4799.00,2.00,0.52,26.00,5014.00,105000.00,17176.47,50915.47,365112.00,3438.95,399304.00,183934.98,60000.00,68868.98,1253750.86
937.00,195210.03,4.00,412761.16,372.04,794.08,1592611.23,6719832.01,4265231.11,0.06,0.86,2.20,0.29,0.95,0.32,0.43,0.09,170.99,2801.00,49.00,0.12,4516.00,11.00,0.70,27.00,5388.00,105000.00,23770.41,62378.60,63048.00,2633.89,399304.00,183829.53,60000.00,63702.20,963666.63
938.00,295728.36,4.00,394101.90,375.33,1281.77,2840740.19,7624641.18,4673970.86,0.05,0.85,3.30,0.31,0.78,0.20,0.51,0.10,143.49,3664.00,45.00,0.24,5029.00,15.00,0.53,18.00,5402.00,105000.00,31094.17,79723.73,94872.00,3727.46,399304.00,184520.40,60000.00,67797.50,1026039.25
939.00,73827.56,4.00,388458.78,433.76,987.54,1282785.45,4739775.62,3455513.02,0.03,0.88,3.50,0.31,0.56,0.30,0.55,0.08,158.16,3174.00,50.00,0.23,4967.00,8.00,0.65,23.00,5813.00,105000.00,26935.83,62830.56,94872.00,3189.53,399304.00,183953.54,60000.00,68278.89,1004364.35
940.00,-5363.62,4.00,419537.80,288.14,702.88,1306417.21,4443549.37,3623212.87,0.04,0.82,3.90,0.28,0.73,0.28,0.54,0.07,121.49,2367.00,71.00,0.19,5576.00,9.00,0.38,27.00,6397.00,105000.00,20087.31,59159.13,94872.00,3542.95,399304.00,184423.29,60000.00,68051.76,994440.44
941.00,142048.00,4.00,354999.50,520.13,1480.23,1679115.38,5035731.33,3501767.10,0.03,0.89,2.90,0.31,0.52,0.24,0.72,0.10,133.30,3361.00,54.00,0.24,5500.00,15.00,0.45,29.00,4651.00,105000.00,28522.79,57904.00,63048.00,3222.22,399304.00,183426.12,60000.00,64344.94,964772.07
942.00,-225896.21,4.00,466293.50,291.08,795.25,960862.90,2435873.88,2643442.62,0.03,0.88,3.10,0.30,0.55,0.25,0.34,0.09,157.65,2848.00,74.00,0.24,5238.00,7.00,0.65,20.00,5055.00,105000.00,24169.27,44242.24,78648.00,2408.01,399304.00,183546.77,60000.00,59651.24,956969.53
943.00,4676.08,4.00,415829.05,365.63,1248.65,1804023.26,4375224.85,3409154.61,0.03,0.86,3.30,0.31,0.57,0.20,0.47,0.10,149.15,2753.00,54.00,0.34,5399.00,9.00,0.57,18.00,4729.00,105000.00,23363.06,56840.67,94872.00,3077.65,399304.00,183844.98,60000.00,62761.54,989063.90
944.00,-48010.82,4.00,455090.27,370.64,1205.49,1726934.71,4406485.04,3701291.70,0.04,0.80,2.00,0.30,0.73,0.21,0.52,0.14,136.12,2634.00,54.00,0.21,5776.00,7.00,0.37,28.00,4287.00,105000.00,22353.18,55033.73,94872.00,2574.38,399304.00,183215.85,60000.00,59034.94,981388.08
945.00,-233943.80,4.00,506809.41,222.14,505.74,926043.79,3000655.37,3373193.11,0.04,0.75,3.00,0.29,0.80,0.30,0.39,0.11,129.74,2821.00,46.00,0.21,5818.00,12.00,0.41,14.00,6344.00,105000.00,23940.13,79888.12,94872.00,2846.93,399304.00,184088.06,60000.00,64523.87,1014463.11
946.00,-15614.81,4.00,506287.21,270.14,709.64,1702605.26,5658167.11,4755682.89,0.05,0.71,3.30,0.30,0.87,0.26,0.50,0.11,132.64,2232.00,42.00,0.23,5329.00,4.00,0.48,27.00,4624.00,105000.00,18941.64,90243.42,189744.00,3730.70,399304.00,184692.76,60000.00,64253.15,1115909.68
947.00,-140939.25,4.00,473497.79,393.72,1034.30,1184720.66,3499659.40,3196506.46,0.03,0.83,2.20,0.29,0.64,0.26,0.55,0.11,141.59,3405.00,56.00,0.20,6045.00,11.00,0.47,15.00,5772.00,105000.00,28896.19,57596.76,94872.00,2416.04,399304.00,183068.16,60000.00,63408.84,994561.99
948.00,112231.77,4.00,456276.43,374.19,1217.02,2235640.50,6139145.39,4743689.83,0.04,0.74,3.70,0.30,0.67,0.21,0.60,0.12,142.79,2061.00,43.00,0.31,5479.00,7.00,0.33,21.00,5647.00,105000.00,17490.47,86857.49,205968.00,3924.51,399304.00,184338.64,60000.00,70837.64,1133720.75
949.00,83130.83,4.00,399873.76,389.16,1063.20,1622009.04,5087283.78,3884919.10,0.03,0.81,3.40,0.32,0.60,0.25,0.55,0.11,144.80,2732.00,39.00,0.18,5369.00,10.00,0.50,25.00,4338.00,105000.00,23184.84,90920.79,94872.00,3484.43,399304.00,184120.75,60000.00,64136.74,1025023.56
950.00,-122644.65,4.00,460183.68,285.81,780.85,1252781.35,3577348.21,3506134.18,0.04,0.77,2.50,0.31,0.73,0.25,0.51,0.08,138.22,3040.00,52.00,0.24,5141.00,13.00,0.31,13.00,4810.00,105000.00,25798.66,54543.95,111096.00,2862.97,399304.00,183707.93,60000.00,61535.93,1003849.44
951.00,1636575.46,3.00,350980.23,419.03,923.24,4896298.75,22714914.06,10124354.14,0.11,0.86,3.40,0.29,1.36,0.31,0.48,0.11,161.65,3527.00,37.00,0.23,3575.00,15.00,0.53,21.00,6504.00,97500.00,14672.32,29458.00,46200.00,1348.43,193800.00,130454.10,25000.00,42190.41,580623.26
952.00,391455.56,3.00,350313.73,477.42,1086.96,1961950.98,8040766.84,4587394.18,0.04,0.88,3.20,0.31,0.74,0.30,0.53,0.11,162.39,2195.00,59.00,0.23,5362.00,12.00,0.66,16.00,4965.00,97500.00,9131.20,27453.44,46200.00,1173.38,193800.00,130107.34,25000.00,38496.09,568861.45
953.00,531698.57,3.00,347530.60,505.09,1724.92,3324060.14,9217686.75,5212699.48,0.04,0.85,3.50,0.31,0.69,0.20,0.65,0.11,148.91,3290.00,61.00,0.28,5146.00,12.00,0.49,16.00,4932.00,97500.00,13686.40,26347.52,61800.00,1385.65,193800.00,130174.45,25000.00,39589.00,589283.01
954.00,1806268.36,3.00,330042.24,623.99,1775.81,6570221.82,23765983.47,11034634.19,0.09,0.82,2.80,0.29,1.18,0.24,0.74,0.11,172.23,3774.00,43.00,0.18,4604.00,11.00,0.36,22.00,4587.00,97500.00,15699.84,33148.80,61800.00,1369.01,193800.00,130122.35,25000.00,40228.91,598668.91
955.00,222461.79,4.00,386905.07,412.43,1564.97,2780706.19,6637761.73,4185851.38,0.05,0.86,2.50,0.30,0.76,0.18,0.53,0.08,159.86,2138.00,50.00,0.26,4652.00,8.00,0.62,21.00,4139.00,105000.00,18143.92,54007.86,94872.00,2980.10,399304.00,183686.77,60000.00,61907.93,979902.58
956.00,8982.44,4.00,417585.34,284.18,588.18,1125687.53,4566462.92,3668485.13,0.04,0.81,3.50,0.32,0.74,0.33,0.42,0.08,148.76,1587.00,45.00,0.25,5551.00,15.00,0.34,20.00,4460.00,105000.00,13467.92,87998.89,78648.00,3337.88,399304.00,184678.05,60000.00,62107.95,994542.69
957.00,326424.31,4.00,423116.81,374.10,1110.93,2691295.58,8497869.55,5104506.46,0.05,0.83,3.20,0.30,0.87,0.23,0.39,0.14,168.27,2279.00,47.00,0.28,6047.00,8.00,0.63,17.00,5383.00,105000.00,19340.51,89573.00,111096.00,3406.74,399304.00,184605.11,60000.00,66949.21,1039274.57
958.00,12824.19,4.00,439459.26,338.87,1285.85,2133774.09,4770575.68,3478586.66,0.04,0.87,3.00,0.30,0.67,0.18,0.46,0.11,130.33,2140.00,52.00,0.29,4297.00,11.00,0.54,19.00,4251.00,105000.00,18160.90,54355.33,94872.00,3027.08,399304.00,183819.48,60000.00,59538.58,978077.36
959.00,-70791.90,4.00,505870.60,229.75,523.07,1337715.36,4944576.16,4590414.81,0.05,0.69,3.50,0.28,0.94,0.30,0.47,0.10,128.80,2848.00,35.00,0.24,4635.00,15.00,0.42,8.00,3804.00,105000.00,24169.27,93337.78,159144.00,3626.56,399304.00,184815.74,60000.00,60409.11,1089806.45
960.00,258728.11,4.00,374733.41,422.98,1699.44,3020379.42,6815794.90,4281177.54,0.04,0.86,2.80,0.30,0.72,0.17,0.54,0.08,162.56,2770.00,59.00,0.21,5036.00,12.00,0.47,20.00,6304.00,105000.00,23507.33,53429.95,94872.00,3162.81,399304.00,183811.97,60000.00,69930.58,993018.63
961.00,288074.08,4.00,403008.52,353.91,1007.20,2378569.48,7692622.40,4615581.08,0.06,0.86,2.70,0.31,0.90,0.24,0.44,0.12,141.33,2876.00,52.00,0.19,5119.00,15.00,0.60,25.00,4786.00,105000.00,24406.89,75826.72,63048.00,3302.02,399304.00,184380.13,60000.00,63042.83,978310.59
962.00,19933.31,4.00,491518.39,402.47,1195.19,1931012.33,5717921.02,4704121.24,0.03,0.72,3.70,0.27,0.67,0.23,0.58,0.13,161.87,2483.00,51.00,0.40,5251.00,4.00,0.42,19.00,3397.00,105000.00,21071.73,55282.53,269616.00,3463.25,399304.00,183960.46,60000.00,63421.90,1161119.86
963.00,127913.33,4.00,410272.02,387.22,1017.22,1772536.66,5975664.44,3986160.97,0.05,0.86,2.50,0.29,0.81,0.26,0.58,0.10,128.16,2455.00,57.00,0.27,4449.00,10.00,0.56,17.00,3985.00,105000.00,20834.11,42390.07,94872.00,3034.41,399304.00,183714.53,60000.00,59706.51,968855.63
964.00,222073.64,4.00,401487.79,398.35,1007.69,1924779.07,6915218.31,4304458.08,0.05,0.86,2.20,0.29,0.90,0.27,0.58,0.09,135.83,2373.00,48.00,0.22,4952.00,11.00,0.65,23.00,4739.00,105000.00,20138.23,52538.74,78648.00,2951.74,399304.00,183699.49,60000.00,62284.88,964565.08
965.00,419766.06,4.00,427679.01,270.13,683.33,2625292.26,9774189.05,5737473.16,0.09,0.81,3.10,0.31,1.14,0.27,0.42,0.08,136.76,3786.00,59.00,0.23,5139.00,10.00,0.58,18.00,5375.00,105000.00,32129.51,76122.98,111096.00,4042.57,399304.00,185613.28,60000.00,66734.54,1040042.88
966.00,845846.50,3.00,333676.77,497.46,1544.42,3992698.12,12634913.00,6200324.52,0.06,0.89,3.00,0.29,0.94,0.22,0.56,0.09,172.29,2881.00,55.00,0.19,4904.00,16.00,0.56,27.00,5350.00,97500.00,11984.96,30208.64,30600.00,1164.35,193800.00,130061.96,25000.00,39669.74,559989.66
967.00,189776.27,4.00,409358.11,331.51,1331.91,2904688.42,6464307.23,4099963.52,0.05,0.87,3.20,0.29,0.80,0.17,0.44,0.06,159.36,3029.00,42.00,0.33,4156.00,10.00,0.60,20.00,4158.00,105000.00,25705.31,61562.00,94872.00,3226.59,399304.00,184248.13,60000.00,61626.69,995544.72
968.00,-152385.95,4.00,445381.36,252.65,639.13,1003808.08,2968333.82,2940235.19,0.03,0.84,3.30,0.29,0.68,0.27,0.46,0.05,125.35,1706.00,60.00,0.27,5175.00,10.00,0.48,22.00,4808.00,105000.00,14477.80,54482.40,78648.00,2907.12,399304.00,183955.89,60000.00,60016.94,958792.15
969.00,74682.99,4.00,447262.72,352.15,801.74,1490342.26,5725626.25,4260023.89,0.05,0.79,2.70,0.29,0.84,0.30,0.64,0.09,124.80,2800.00,53.00,0.30,4864.00,12.00,0.37,15.00,4985.00,105000.00,23761.92,51605.09,142920.00,3331.32,399304.00,183960.64,60000.00,64242.04,1034125.01
970.00,21722.90,4.00,414900.54,385.73,1386.62,1939907.37,4501224.81,3570915.71,0.03,0.83,3.40,0.31,0.54,0.19,0.53,0.10,148.76,2811.00,47.00,0.25,6129.00,9.00,0.53,19.00,4792.00,105000.00,23855.27,84158.52,94872.00,3251.02,399304.00,183822.29,60000.00,64489.04,1018752.15
971.00,174506.23,4.00,443165.52,280.17,1063.10,2988970.01,7193675.27,5065071.08,0.08,0.76,2.20,0.30,1.05,0.18,0.46,0.10,137.61,1882.00,48.00,0.28,4754.00,9.00,0.38,17.00,6276.00,105000.00,15971.40,60524.12,111096.00,3207.89,399304.00,184220.07,60000.00,67091.38,1006414.87
972.00,133797.98,4.00,435532.99,384.23,709.28,1313959.69,6330211.04,4303790.39,0.04,0.83,2.90,0.29,0.85,0.37,0.55,0.10,142.84,3144.00,48.00,0.28,4767.00,8.00,0.51,18.00,4509.00,105000.00,26681.24,60300.64,126696.00,3195.24,399304.00,184155.88,60000.00,63055.84,1028388.85
973.00,-222790.66,4.00,548802.90,307.62,913.53,1389496.50,3676360.76,3747584.85,0.04,0.73,2.80,0.28,0.71,0.23,0.53,0.10,147.23,3242.00,42.00,0.27,4570.00,4.00,0.52,18.00,6075.00,105000.00,27512.91,62751.58,205968.00,2857.67,399304.00,183568.42,60000.00,66536.27,1113498.85
974.00,130276.76,4.00,429397.04,403.98,1021.94,1753795.75,6091899.77,4085536.20,0.04,0.85,2.90,0.31,0.73,0.27,0.43,0.12,170.29,4208.00,47.00,0.27,5136.00,11.00,0.60,14.00,5718.00,105000.00,35710.77,70523.44,94872.00,2989.96,399304.00,184030.68,60000.00,66672.37,1019103.22
975.00,-323655.53,4.00,487471.11,267.23,608.42,588402.88,1433688.15,2373971.08,0.02,0.85,3.10,0.30,0.48,0.30,0.33,0.11,151.46,2580.00,52.00,0.27,6166.00,15.00,0.40,15.00,4575.00,105000.00,21894.91,64915.65,63048.00,2213.14,399304.00,183353.92,60000.00,57086.31,956815.93
976.00,672845.87,3.00,347981.77,409.09,963.51,2699797.94,11121935.68,5898672.57,0.06,0.85,3.30,0.31,0.95,0.29,0.56,0.08,152.62,1994.00,41.00,0.30,4808.00,17.00,0.42,19.00,4783.00,97500.00,8295.04,34617.60,46200.00,1313.87,193800.00,130275.09,25000.00,38577.28,575578.88
977.00,-222367.41,4.00,459638.74,391.65,1028.86,886889.97,2300020.57,2711994.92,0.02,0.84,2.80,0.29,0.45,0.26,0.48,0.10,166.89,2820.00,50.00,0.26,5312.00,4.00,0.49,29.00,4711.00,105000.00,23931.65,55924.74,94872.00,2275.13,399304.00,183006.71,60000.00,60291.98,984606.20
978.00,370432.91,4.00,406802.60,271.32,686.37,2394053.94,8838005.34,5219312.36,0.08,0.83,3.30,0.30,1.08,0.27,0.47,0.05,132.57,2872.00,50.00,0.24,4744.00,8.00,0.71,24.00,5166.00,105000.00,24372.94,80336.79,94872.00,4029.59,399304.00,185440.18,60000.00,66096.40,1019451.91
979.00,315223.58,3.00,352568.16,483.19,1269.34,2026102.09,7035302.64,4324872.03,0.04,0.87,3.20,0.31,0.66,0.26,0.68,0.09,142.24,2718.00,54.00,0.24,5358.00,14.00,0.47,21.00,6350.00,97500.00,11306.88,33005.28,46200.00,1280.29,193800.00,130057.29,25000.00,41761.24,579910.98
980.00,111192.65,4.00,395866.21,468.61,1143.10,1502451.44,5385728.75,3899392.22,0.03,0.83,2.70,0.29,0.66,0.28,0.67,0.09,151.41,1813.00,53.00,0.26,5203.00,10.00,0.49,14.00,5313.00,105000.00,15385.84,49574.18,126696.00,3004.71,399304.00,183469.42,60000.00,66580.22,1009014.38
981.00,-569705.41,5.00,654753.45,133.20,303.26,386402.93,531760.74,2465947.94,0.03,0.70,2.80,0.30,0.63,0.30,0.32,0.10,128.53,781.00,40.00,0.23,5186.00,3.00,0.67,13.00,4426.00,112500.00,10141.95,129545.45,307854.72,5244.10,613028.16,234123.50,105000.00,82779.34,1600217.22
982.00,161692.75,4.00,420566.16,292.85,1000.10,2496083.14,6557248.72,4451552.20,0.06,0.81,3.20,0.30,0.87,0.20,0.39,0.13,136.47,2503.00,66.00,0.20,5649.00,10.00,0.50,19.00,3055.00,105000.00,21241.46,59933.63,94872.00,3436.18,399304.00,184605.11,60000.00,57121.63,985514.01
983.00,196172.77,4.00,370270.00,486.01,1005.91,1400742.06,6049040.65,3908929.14,0.03,0.88,3.20,0.28,0.68,0.33,0.47,0.13,176.16,1767.00,59.00,0.23,5674.00,9.00,0.45,30.00,5683.00,105000.00,14995.47,54061.87,78648.00,2817.04,399304.00,183768.86,60000.00,66835.86,965431.10
984.00,-161150.30,4.00,449925.53,448.51,928.30,805293.74,2857428.47,2828151.34,0.02,0.87,2.80,0.32,0.45,0.33,0.48,0.13,162.18,2909.00,48.00,0.21,5871.00,11.00,0.61,13.00,4303.00,105000.00,24686.94,61809.89,94872.00,2456.08,399304.00,183260.15,60000.00,59834.92,991223.98
985.00,309882.18,4.00,443315.04,369.26,1008.83,2485637.44,8537075.99,5694399.77,0.06,0.75,3.10,0.30,0.90,0.25,0.66,0.11,127.23,2162.00,59.00,0.20,6161.00,6.00,0.45,24.00,5906.00,105000.00,18347.60,84597.92,189744.00,4170.27,399304.00,184615.94,60000.00,71470.69,1117250.43
986.00,218306.08,4.00,443617.49,201.96,656.86,2777026.31,7716696.05,5122811.94,0.10,0.79,3.00,0.30,1.20,0.21,0.32,0.06,144.84,4191.00,62.00,0.23,4061.00,8.00,0.41,24.00,4410.00,105000.00,35566.50,56093.78,94872.00,3671.87,399304.00,185558.97,60000.00,60975.25,1001042.38
987.00,-34137.34,4.00,385407.78,469.69,1106.21,1011512.44,3327249.09,2883280.25,0.02,0.89,3.40,0.29,0.44,0.29,0.58,0.08,157.76,2420.00,62.00,0.28,5360.00,10.00,0.49,26.00,4203.00,105000.00,20537.09,50632.70,78648.00,2728.35,399304.00,183331.67,60000.00,61259.51,961441.32
